Coment,Status
මේවනෙ අප්පා නිර්මාණ කියන්නේ ගෑනු නිරුවත් වෙන චුයින්ගම් සින්දු වලට වඩා කොච්චර රසවත්ද අරත්වත්ද ඉතාම ලස්සන නිර්මාණයක් ඉදිරියටත් මේ වගේ නිර්මාණ කරන්න ජය වේවා,Neutral
එ තරන් එතන ඉන්න අය හරි අශීලාචාරයිඔබ තුමා වගෙ කෙනෙක් අවොත් මම ඉන්නව ඔබ තුමත් එක්ක එ රටට සෙවය කරන්නඔබ තුමාට බුදු සරණයි ජයවේවා,Neutral
නිකන් ඉන්න බැරුවට රුපියල් පන්දාහක් දීලා බඩුවක් ගහල පස්සෙ ඒකට රහ වැටිලා හැමදාම බූරුව වගේ සල්ලි දීලා බඩු ගන්න ඇවිත් ඒකි එක්ක ලවු කරලා එක දවසක එද්දි ඒකී වෙන එකෙක්ට කියලා හුකාගෙන ඉන්නවා මූ ඒකත් දැකලා ආයේ ලවු සීන් ඒකෙන් බඩට ලමයෙකුත් එනව කොන්ඩම් පෙන්නුවට ඒකේ හිලක්ද මන්දා,Hate
පරන අයම රොටේට් කරන් කතා වලට ගද්දි බලන් එපා වෙනවා මේ වගේ අලුත්ූන් සෙට් එකක් ගන්න නිසා කතාව බලන්නත් ආසයී ඇක්ටින් උනත් සීනියස්ලා වගේ,Neutral
ඔයිට වඩා ලොකු හොරකම් කරලා ඔප්පු වෙලා නිදැල්ලේ ඉන්න මිනිස්සු ඕන තරම් ඉද්දි නොකල වරදලට දඩුවම් විදින්න උනා මේ රටේ ඉපදුන අපි තරම් පව් කාරයො වෙන මොන රටකවත් නෑ පොඩි කලේ පොත් වල ඉගැන්නුව ඉන්දියන් සාගරයේ මුතු ඇටය අම්මලා තාත්තලා අපිට කියා දුන්න ලෝකෙන් උතුම් රටද මේ,Neutral
මිය ගිය වූ මවටත් පියාටත් දරුවාටත් අමා මහා නිවන් සුවය ප්‍රාර්ථනා කරන අතර මෙවන් ඛේද ජනක අවස්ථා යලි සිදු නොවේවායි කියා ප්‍රාර්ථනා කරන්නෙමු,Neutral
ඇයි ගොඩක් බුද්ධිමත් අය ෆේක් ඒව පාවිච්චි කරන්නෙ කොල්ලෙක් මැරුනම බනින එකද උබලගෙ ගැම්ම වතුරෙ ගිය පලවෙනි කොල්ලද මේ උබලගෙ එකෙක්ට උනානම් තේරෙයි  🖕 🖕 🖕 🖕,offensive
අනේ අපි අසරණ වෙලා අදුරෙන් යාන්තම් ආලෝකයක් දැකල බලාපොරොත්තු පුරවගෙන හීන දැක්ක දැන් මොනාද වෙන්නෙ ඔබතුමා ආරක්ෂා වෙන්න බුදුසරණයි ඔබතුමා ඇතුලු රටේ සියල්ලන්ටම,Neutral
ඔබ තුමල්ලා ඇතුළු රණවිරු වන් කරපු කැපකිරීම් සියල්ල විනාශ වෙලා යනවා එකරපු කැපකිරීම් යමපාලනයට අරක්ෂා කරගන්න බැරී විමට මුන් සියලු දෙනාම වගකියන් ංඔනැ,Neutral
නැට්ටට හරියට කිරි එරෙන්නෙවත් නැති සමහර පොඩි පක්කු ඇත්තටම හෙන පව් දෙමව්පියො ෆෝන් එකක් අරං දුන්නම උන් හිතන්නේ උන් තමයි නියම අයියලා කියලා,Hate
ඇත්තටම පුදුම තරහයි මුන්ව දකිද්දි හෙන පිට හෙන ගහන්න ඕන මුන්ට සක්කිලි හැත්ත මුදලට බලයට මරාගෙන රට විනාස කරන වේස බල්ලො ඔක්කොම එකයි,Hate
මේ වගේ හැසිරෙන රටක එවුන් කියනවා අපි බුදු බණට හීලෑ යක්කුලු මේවට නීතියෙන් දඩුවම් නෑ මොකද මේ දේවල් වලට දේශපාලන යත් සම්බන්ධ යි,Neutral
ගූ යන්න පැරදිලා අවුරුද්ද ටම දිනන දිනන එක මැච් එකෙන් පොර ටෝක් දෙන්න එපා මීට වඩා ලස්සන ක්‍රිකට් බලපු අය අපි මේ ශ්‍රිලංකාවේ,offensive
මේවා නම් මහ බලු වැඩ ක් ක් එක පාර පිටරටින් ගෙනත් හරියට නිරෝධායනය නොකර කොරෝනා බෝ කරලා දැන් ජනතාව තලනවා වැරැද්ද ජනතාවට පටෝනවා,Neutral
ඕව කිව්වට වැඩක් නෑ කොළඹ ඉන්න ගෝත හැත්ත අරු මසුරන් දෙනව තොපි මට චන්දෙ දීපියව් කිව්ව ගමන් පොන්නයා පාලිමන්ට් යවනව තිලංග ය වට්ටල එලියට දාන්න ක්‍රිකට් ෆෑන්ස් ලට පුලුවන් ඒත් අපේ උන් කරයිද රේස් ඔට්ටු දාන්න යන්නෙ නැතුව හිටපල්ල කිවෝත් නොයා ඉදීද මොබිටෙල් එක මාස ක් වර්ජනේ කරපල්ල ඔකට පාඩු කරන්න කිව්වොත් කරයිද නෑනෙ නිකන් බයිල ඌ උගෙ බිස්නස් ලයින් ගහල ඒවගෙන් ගානට මැච් එක ගහනව තොපිටත් නොදැනිම,offensive
මම මේකට උත්තර දෙන එකත් මැද්දෙන් පැන්නා වගේ වැඩක් තමයි ඒ උනාට කියන්න හිතුනා ඇත්තම ඇත්ත කතාවසමහර පක්කු අපි මොනවා හරි අපිට අදාළ දෙයක්ගැන ලස්සන කතාවක් යනකොට මැද්දෙන් පැනලා අබලින් වෙන්නයනවාඑහෙම නැත්නම් අපි ගොතන කතාවට හාත්පසින්ම වෙනස් කුණුහරුපයක් ගැන රට පුරා රාවේ යවනවාඇයි බං එහෙම,Neutral
පොන්නයෝ උබට සමාජයට දෙන්න වැදගත් පනිවිඩ නැත්නම් හිගා කාපන් පරයා මේ වගේ සමාජයට පිලිලයක් වන ගොන් වේසියෙක් ගෙනත් සමාජය දූශනය කරන්නේ නතුව,Hate
අනේ දේවියනෙ මොකක්ද අපේ රටට වෙලා තියෙන්නේ ඇහෙන්නෙම මැරුන මැරැවා මරනවා කියලා කලයකින් ඇහුනෙ නෑ මැරෙන තරම් ඉපදුනා කියලා  😥 😥අමමහානිවන් සුය ලැබේවා,Neutral
ඒක දරුවා තිරණය කරයි පලවැනි එකා බෞද්ධ දෙක කතෝලික අරකයි මේකයි දෙන්නවම කැමතිනම් බෞතීස්ම කරන්න ඒ අය අදාල වයසේදි කැමති දෙයක් කරයි,Neutral
ඔවු ගොඩාක් හොදයී ඉදුණිල් මහත්තයා අපි දුර ඉදන් හරි බලන්නම් අපේ ගමේ නිතර එන කෙනෙක් ගොඩාක් අයට උදවු කරලා තියෙනවා මට හැර,Neutral
අපේ මිනිස්සුන්ට අපේ මුතුන් මිත්තො කල විශ්මිත දේවල් වල අගයක් නෑ නොදැනෙන තරමටම මොල වලින් හිතන විදිහ ආකල්ප ගති සිරිත් වෙනස් කරලා,Neutral
අපිට එ තුන්දෙනාව දැක්කාම දාලා යන්න හිතුනේ නැහැ මචන් මොකද අපි දන්නවා විදපු දුක උන් තුන්දෙනා ඉන්න සතුට දැක්කාම ලෝක කුසලානයක් දිනුවාවගේ,Neutral
පස්වන විධායක ජානාධිපති මහින්ද රාජපක්ෂ මැතිඳුන් මේ රට පාලනය නොකරන්න මේ ඉංජිනේරු මහත්තයගේ නම තියන්න තිබ්බේ කොහෙද කියලා අද රටේ ජනතාව දන්නවා,Neutral
කවදාවත් සිංහල එකෙක් මේ රට හදන්නේ නෑ අනුකම්පා කරලා සුද්දෙක් ලංකාවේ පුරවැසි භාවය හිමිකරගෙන ඌ ජන්දේ ඉල්ලුවොත් මම අනිවාර්යයෙන් ඌට ජන්දේ දෙනවා,Neutral
සන්නස්ගලගෙ අම්මට කියල තමා අක්කෙ කියන්ඩ තියෙන්නෙ සින්හල එවුන් පකයො මුස්ලිම් එවුන් මිතුරො මේ වගේ වේස හැත්ත තමයි වර්ගික ගැටුම් වලට මුල,Hate
උඹලගේ සල්ලි හොරාකාල රටත් විනාස කරන හොර දේශපාලුවන්ට බෝතල් වලින් බැරිනම් පොලු වලින් හරි ගහපන් පරාජය බාරගන්න බැරි උන් මැච් බලන්න එපා,Hate
මේ හාදයා ජනාධිපති වුනොත් ලෝකෙන්ම පෝසත් මිනිහා වෙයි හැබැයි පාර්ලිමේන්තුවේ ඉන්න ගාන ඇහුවොත් ක් විතර කියයි දුප්පත් මිනිස්සුන්ට අබ සරණයි කැසිනෝ වල කළු සල්ලි සුදු කරන්න කොම්පැනි කට වැඩිය තියෙනවාමෙයාගේ පම්පොරියෙන් රටේ මිනිසුන්ට සෙතක් වෙලා තියෙනවද මෙයාගේ කැසිනෝ වල වැඩකරන අය බාගෙකට පෙනහළු රෝග,Neutral
වීඩියෝ එකක් කරලා ඒකේ ඉන්න කැල්ලට හුකන අමුතු සිස්ටම් එකක් සල්ලි වලට මුන් බල්ලෝ එක්කත් බුදියයි මුඩුක්කු වල හැදුන ගොඩේ නූගත් වේසියෝ,Hate
දැන් තියෙන ප්‍රශ්නෙ බ්‍රැන්ඩික්ස් ආයතනයට කොවිඩ් ආවෙ කොහින්ද කියන එක හමුදාපති නම් කිව්වෙ හොයා ගන්න බෑ කියල පස්සෙ හෙලි වුනා ඉන්දියන් කාරයො නිරෝධායනය නොවී ආව කියල එතකොට අපේ රටේ මිනිස්සු එනකොට විතරයි නිරෝධායනය අධි වසන්ගත ඉන්දියාවෙන් එන අයට නෑ ඒකෙන්ම ආන්ඩුවෙ කුමන්ත්‍රණය එලිවෙනවා,Neutral
මටනම් කතාව හොදයි කියන දේත් හොදයි හැබැයි එක පාරටම ගොටාබය මිලග ජානාදිපත් තුමා ගැන මේ විදියට ගුන කියන්නේ එක්කෝ ගෙමක් දෙන්න සැරසෙනවා නැත්තම් සැකය වැඩි කරවනවා ඇමරිකාවට පක්ස පාතියි කියලා මුන් නිකමට අවට ගියාට කතා කරන්නැ නිකමට කටේන් වචනයක් කියන්නැ මට තෙරැන දේ,Hate
මගිජනතාව වගේම දුමිරිය දෙපාර්තමේන්තු සේවකයන් තුත් මෙය රැකගන්න කටයුතු කලයුතුයි මොකද ගමන් වාරයක් අවසන මෙම දුමිරිය මැදිරි ඉතා හොදින් පිරිසිදු කර අඩුපාඩු සැකසිය යුතුයිි දැන් බලන්න රැහුනු කුමාරි ගාලුකුමාරි ෆැන් වැඩ නැ මකුනුදැල් බැදිල හුඩි එක දුවිලිවලින් පිරිලමෙව රැකගන්න දෙගොල්ල ම දායක වියයුතුමයි,Neutral
ලැජ්ජයි පොලිසිය අසරණ ගැහැණුන්ට කරන දේවල් උන්ට ජරාව දුන්න නම් ඕවා අල්ලන්නේ නැහැ පොලිසිය කුඩු කාරයන්ට ඇයි ඔය පාට් දාන්නේ නැත්තේ,Neutral
මේවට කියන්නෙ දේකුත් නෑ නොකියත් බෑ කොහොම හරි ජීවත් වෙලා ඉන්නකම් ඔහොම ඉදී පව් ගෙවන්න වෙන දවසට පොලියත් එක්කම ගෙවන්න වෙයි,Neutral
දේමලී තො තොගේ බාසාවෙන් කථා කරපිය සින්හල අපේ භාෂාව හසුරන්නේ නැතිව අන්තප්පු ප යන්න ගනිකාවේ යේදියන් අපේ ලස්සන රට විනාස නොකර  🤤 🤤 👅,Neutral
අනේ දෙයියනේ අපේ පොලිස් නිලධාරීන් දෙන්නට ක්මන් සුවය ප්‍රාර්ථනා කරමි මේ වගේ සක්කිලි හැත්ත මැරුනට කිසිම දුකක් නෑ ඉතුරු එවුනුත් කොහොමහරි අල්ලලා මරණට මොන අපේ අහිංසක කොලු පැටව් කීදෙනෙක් මේ ජරාව බොනවද ඔවුන් නිසා කී දෙනෙක් මැරුණද එව්වගෙ වන්දි ගෙවා පියව් දැන්,Hate
ඔබතුමන් එනතුරැ අපි මග බලන් ඉන්නේ කයිවාරැ නොගහා කෙලින් තින්දු තිරන අරන් විනයක් ඇතුව රට හොද තැනකට ඔබතුමන් අරන්යාවී කියන බලාපොරොත්තුවෙින්,Hate
මොන හේතුවක් නිසා වෙන්න ඇතිද ඒ මනුස්සයට මෙහෙම වෙන්න ඇත්තේ කියලා මනුස්සයෙක් වැටිලා ඉන්නකොට පාගන්න නෙමෙයි අමාරුවෙන් හරි නැගිට්ටවන්න උත්සාහ කරන්න,Hate
බලන්න පිටිපස්සේ වාහනේ ඉන්න බල්ලා මේ බල්ලෝ දිහා බලන විදිහ අනේ මටත් කවුරුවත් නැද්ද මේ වගේ බලාගන්න කියල ඌට හිතෙන්න ඇති,Hate
ඔවු බලාගෙන ඉදපන් ලංකාවේ රජවෙන්න මිනීමරු තම්බියෝ ඒක හීනයක්ම විතරයි උබලා ලංකාවේ ඉදලා සිංහලයට කෙලින්න හදන්නේ උබලාගේම රටක් ඔනේ නම් පල අරාභියට මේ පොඩි රටේ මිනිස්සු මරන්නේ නැතුව ජරා කුනු ජාතිය හීන බලබල පොඩු එකියක් තුරුල් කරන් බුදියගනින් තුන්කාලා ඒක තොපේ හැටිනේ,offensive
දහමි කතිකාවතක් අැතිව්නේ කලකට පස්සේ සිංහල අපි දහමෙින් ඈත් කරාම මෙි හොර නඩෙිට වාසියිනේ එ්කයි මෙි බත් කන හරක් මොර දේන්නේ,offensive
ටොයියනි උඹලා දැන් පිස්සො වගේ කෑගැහුවට සිරිසේන උඹලගේම තේරීමක් අපේ නෙමෙයි දැන් වත් රටට ආදරේ වැඩක් කරන කෙනෙක් පත් කරපන් මීට බයියෙක්,offensive
තුක් නොදකින් යකෝ මේ ඇඬිල්ලට වාව් ලස්සනයි පට්ටයිකියලා කියන පිරිමිත් අපේ සමාජෙ ඉන්නව නේ මං අහලා තියෙන තරමින් නම් මනුස්සයෙක් පිරිමිකම ලබන්නත් ගොඩක් පින් කරලා තියෙන්න ඕන එහෙම ලබපු පිරිමිකම තව එකෙක් එක්ක නිදි වදපු ගෑනියෙක් නිසා බාල්දු කරන්න එපා යකෝ,Neutral
එ වස්තු මන් උබගෙ රැප් වලට ගොඩක් කැමති බන්මගෙත් බලා පොරොත්තුව හොද රැප් කාරෙක් වෙන්නෙ මට ඔයාගෙන් හෙල්ප් ඔනෙ අයියෙ,Neutral
යකෝ හුත්ති තොට හැමිනෙන්නේ කොහොමත් ලිoගික හිගන්නෝ තමා එහෙම කියලා රටේ ඔක්කම පිරිමි අහේනි කාරයෝ නෙවේ ලස්සන ගෑනු බැදන් ලස්සනට ජීවත් වෙන උන් ඉන්නවා ඕන තරන් ඉන්නවා උබලාට ලස්සනට පවුල් කන්න බැරි උනාට ගොන් හුත්තිලා රට හදන්න කලින් තොපි හැදියල්ලා,Hate
රන්ජන් කොහොමත් අනා ගෙන ඉන්නේඒත් මේ හඬ පටි සමාන කටහඬවල් තියෙන දෙන්නෙක් රන්ජන් සහ හිරුණිකාගේ හඬවල් නෙමෙයි කවුරු කොහොම කිව්වත්,Hate
බනින හැම එකාම බනින්නේ බලලා  😁 😁 😁 මම නම් කියන්නේ එල මෙහෙම පාටි දාන්න ඕන අපිට දාන්න බැරි වුනාට ඉරිසියා කරන්න නරකයි  😁 😁 😁 😁,Hate
මුට ඉතින් ඡන්දෙ දෙන ගොන් හරක් ලංකාවේ ඉන්නකොට මේවා ඉතින් පුදුම වෙන දේවල්ද මදිවට කෑමත් කවනවා බලන්න අප්පිරියයි පියුමිගේ ඇදුම,Hate
මෙ වගෙ උන් රටත් බරක් අනුන්ගෙ එක්යක් උස්සන් ආවා ඇව්ත් එකිගෙ හෙලුව පෙන්නලා සල්ලි හම්බ කලා කෙල උනාම බැන්දා දැන් ලමයෙකුත් හදාගෙන පව් ලමටි ඉතිම් හරියට මනුස්සයෙක් ව්දිහට එ ලමයත් හැදෙන එකක්නැ මුන් වගෙම යන්තම් තෙරෙද්දි සෙක්ස් කියන දෙ කරන්න ගනි ඇයි අම්මා බඩුවක් තාත්තා බඩු කාරයෙක් ලමයිට රටට මුන් හෙිද දෙයක් දෙක්නෙ නැ නෙ තුක් ව්තරක් මෙ වගෙ  💩 ගොඩවල්,offensive
ඕන්න එක නීතියක් ක්‍රියාත්මක වෙන විදිහ අටලුගමට බේරු වලට උතුරට එකක් සිංහල මිනිස්සුන්ට තව එකක් මේව හමුදාවට මිසක් හදන්න බෑ,Neutral
අධිකරණයට අපහාස කිරීම සම්බන්ධයෙන් ඥානසාර හිමියන්ට චෝදනා හතරක් එල්ල කර තිබෙන අතර ඒවා ඉදිරිපත් කර ඇති ආකාරය නීතියට පටහැණි බවයි,Neutral
කිහිප දෙනෙක් ඇරුනම අද සමාජයේ ඉන්නෙ ගොඩක් කුහක ආත්මාර්තකාමී කාලකන්නි මිනිස්සු රටක් ජාතියක් විදියට ලැජ්ජ වෙන්න ඕන ඔය වගේ මිනිස්සු,offensive
ඔයවගේ වෙලාවකනම් උදව් නොකර ඉන්නේ නෑ මොකද වෙඩි වැදිලා ඉන්න නිසා හැබැයි අතක් පයක් කැඩිලා වගේ ඉදියොත්නම් පැත්තවත් බලන්නේ නෑ,Neutral
අපිට කොතනද වැරදුනේ මේ තරම් බණ අහන බණ කියන රටක ඇයි මිනිස්සු මේ තරම්ම පිරිහුනේ මේවා කරලා මොන ලෝකේ යන්නද,Neutral
මේන බොලවු දබිලයට වේලා තියන දේ ඔකගේ සිවුර ගලවන්න ඔනා කට කකුස්සි වලක ඔබන්න ඕනා අර වේස සමලි උලතියන්න ඕනා,Hate
යහපාලනය මේ මිනිහාට තනතුරු දුන්නානේ පැන පැන යන කෙනෙකුට හොඳ වැඩේ ඕකටනේ දුන්නේ බලන් ඉන්න දැන් තම්බියෝ ටික ගේ වැඩ,Neutral
මන් දැකපු ජරාම මිනිස්සු තමා තම්බියෝ ඇයි යකෝ මුන් අහිංසක කටුස්සෙකු ට වත් නිදහසේ ඉන්න දෙන් නැ මොන හිතකින්ද යකෝ,offensive
මගේ අම්ම දවසක් කියාදුන්නා කෙල්ලෙක්ගෙ ලස්සන වාසනාවට වගේම අවාසනාවටත් පිහිටනවා කියලා අපරාදේ මේ ගෑනූ ලමයා ලස්සන නිසා නිකන් නාස්ති වෙලා,Neutral
කොන්ද පන තියන නිලධාරියෙක් එත් හෙට දවසෙ මෙ නිලධාරියාගේ ඉරනම කෙසේ වෙයිද ලෝකයෙ බලුම නිතිය තියන රටේ තමයි අපි ඉන්නෙ,Neutral
මනුස්සයෙක් ගෙ දියුණුව දැකල සතුටු වෙන්න බැරි උන් අපෙ ලංකාවෙ ඉන්නෙ මෙ මනුස්සයා ව ආදර්ශයක් කරං දියුණු වෙන්න ඉරිසිය නොකර,Neutral
මේවට නිතිය ක්‍රියාත්මක වෙන්න ඔනි ඇත්ත මොකද්ද බොරුව මොකද්ද කියල හොයල දුප්පත් මිනිස්සුන්ට නික්ම ජිවිත අහිමි වෙන්නෙ කාගෙ නොසැලකිලිමත් කමින්ද,Neutral
ඒ හින්දා කරපු නිර්මාණයකට කවුරුන්හෝ ඇගයීමක් කරොත් ඒකත් නිහතමානීව විදගන්න ඕනෑ මේක මේ ගම්මන්පිල පුද්ගලිකව දුන්න සම්මානයක් නෙමෙයිනේ ඊටත් මුන්ට ඔස්කාර් සම්මානේ හම්බ වුනාය ඊටත් අපි දැකල තියෙනවා ලංකාවේ සම්මාන උළෙලවලට ඉන්දියාවේ කිඹි ඇවිත් සම්මාන දෙනකොට උඩදාගෙන ගිහින් ගන්නවා,Hate
අර එකෙක් පුටු වගයක් ගෙන්නලා එක පුටුවක් ලක්ශ හයාමාර ගානේ මුන්ට චන්දේ දෙන එවුන් කාපල්ලා තනකොල මි හරක් මුන්ට ගහනවා වගෙම උන්ටත් ගහන්න ඕන ලග්දිම දුවන්න ඉලගට දොස්තරලත් දෙන්නම ඕන ඔය ගොබ්බ වැඩේ කරන දොස්තරලා කියලා මිනිස්සු මරන දොස්තරලට,offensive
වීඩියෝ එකේ අපිට පේන ටිකේ නම් කතා කරන්නේ පොලිසියෙ මහත්තයා බව ඇත්තහැබැයි ඒ මහත්තයා ඔහොම කතා කරන්න හේතුවක් ඇතිනේඑහෙම නැත්නම් එකපාරටම ඔතනට සෙනග වට උනේ නෑනේඅනිවාර්යයෙන් කාර් කාරයා ලොරි ටෝක් දීලාඅනේ ඉතින් අපේ අයටත් ලැම්බෝගිනී කීවොත්නීතියට බනින්නේ බල්ලට වගේ,Neutral
කාලකණ්ණි පිං පෙටිටි හොරැ ඒ වගේ සාපේ තමා තොපිට පලදුන්නෙ අර අහිංසක පවුල පවි අර දරැවා මොන පවක් කරාටද,offensive
ජනාධිපතිතුමනි අගලුම් සෙව්කාවන්ට කිසිම නිදහසක් නහ ඔවුන්ට සතියකට දින ක් නිවඩු අනිවාර්ය කරන්න දිනකට පය කරන්න නතින්ම් වසා දමන්නට,Neutral
වාව් ගොං බානයි මේ වගේ හරක් කොහෙවත් නෑ මුළු ලෝකෙම වසංගතේ තියෙද්දී නිරෝධායන නිතී කඩ කරලා මුළු රටම වැනසුවා,Neutral
සිදුවීම සමග රන්ඩු නොවී පනිවුඩය තේරුම් ගමු මේ තත්වයට මේ අය අයේ නොවැටෙන ලෙස පිලියම් යෙදීමට කාලය එලබ ඇත  🙏 🙏 🙏,Neutral
ඇයි අයියේ මේ පිස්සු ගෑනිව ඔයාගේ ප්‍රෝ ග්‍රෑම් එකට ගෙන්නුවේ අපරදේ කොහොමද මේ සමයම කියන ගොන් කතා අහන් හිටියේ  🙏,offensive
අනේ ඉතින් අපිට වැඩක් නෑනෙ අනුන්ගෙ දේවල් අපිට ඒව බලල සතුටු වෙන්නයි තියෙන්නෙ එහෙම නැතුව ඒවට ඉරිසියා කරන්න නෙමෙයි  😊,Neutral
මෙි ගැනු දාගෙන සල්ලි හමිබ කරන්ඩ මෙි වගේ වැඩ කරන පොන්නයොත් අල්ලලා හිරේ දාන්ඩ ඔනේ රටෙි සංස්කෘතිය විනාස කරනවාව,offensive
මේක ලෝකේ යෙකම රට පොලිසිය මිනිසුට බය හන්ඩ්කාෆ් දෙන්ඩ කියලා අර ගෙනිට වඳිනවා පොලිසිය සේරම අල්ලලා පොලිසියට ගෙනියන්නේ නෙතුව,offensive
සමල්කා ගියාට පස්සෙ දෙවෙනි ඉනිම බැලිවෙ ඔහේ ඒත් ආක්ශා ආවට පස්සෙ ආයි හැමදාම බලනවා අනුහස් එක්ක තියෙන  💕එක හින්දා  😍,offensive
ඔකගෙ ගෙදර උන්ටත් පෙන්නම කපන්න ඔන ඔකගෙ පල්ලහා ර්ක ඇයි නිතියට දුන්නෙ මම වගෙනම් හිර ගෙවල් හතක ගියත් කපනවා,offensive
කොහොමද ගැම්ම මෙන්න සුපිරි සෙට් එකමේ වෙලාවේ වගකීම් බාරගෙන හිටියානම් කොහොමද එහෙනම් ඔය එකෙක් රගන්නේ නෑ නම කිව්වත් ඇතී,Neutral
මේකනම් පව් වැඩක් අනිවාර්යයෙන්ම බලධාරීන් මේ මනුස්සයා රැගෙන යන්න ඕන අසරණ ලමයි ලෙඩවෙලා ඉන්න දෙමාපියන් පව් මේක බෝ උනොත්  😥 😥 😥 😥 😥,Neutral
ඉහල සියට පහලට ආදර්ශයක් නොදී රටක විනයක් ඇති කල නොහැක සිංගප්පූරුව එයට හොදම ආදර්ශයයි ලංකාවෙ ඉහලින් පහලට දෙන යහපත් ආදර්ශය කුමක්ද,Neutral
පුළුවන් එකෙක් ඉන්නවනම් දේශපාලකයෙක් ට ඔය කොල්ලා කරපු දේ කරලා පෙන්නපන් එකෙක් නැ භයටම උබලාගෙ කොදු නැමෙනවා එල කොල්ලෙක්,Neutral
කොල්ලා එක්ක කාබර කාබර ගානේ රිංගලා පොටෝ ගැහුවා වගේ නෙවෙයි නඟේ පැණි වරකා ගහටත් හෙන ගහනවා කියලා මතක තියාගන්න,Neutral
කොහෙද ඉතින් අපේ ඉන්න පක්කු ඉන්න කං මුං උට්ට උඩ දාං පුක මෙහෙක් කරන් කෑ ගැහුවත් ගහනවා සත්තයි මල්කාන්ති,offensive
දැන් වැඩ බන් හොටෙල් එකේ දැන් හොට්ඩෝග් වගයක් දුන්නා ඒකෙ මැද්දට දාලා තිබුනේ සෝයාමීට් හෙන ගහනවා යකෝ කින්ග්බරි එකට,Neutral
මේ මනුස්සයාගේ කුමන හො දක්ශතාවයකට රටේ ඉන්න සුපිරි වැඩ්ඩෙක්මේ මනුස්සයාගෙන් ජිවිතේට ගන්න පුලුවන් දේවල් ගන්න ජාතියක් විදිහට කුහකයො නොවී,Neutral
ඊයාආආආආ පාරෙ රෙන ඉන්දියන් එවුන් එක්කත් මුන් බුදියනවානේ නොදකින් කාලකණ්ණි වේසියො ඕකුන් ලග හද්ද හඩු ගදයි මෙහෙත් ඉන්නවා ලගින් ගියත් ගස් ගද ගහනවා සල්ලි වලට නේද මේ යකෝ කිබ මුන්ට ටෙලර් මෙශින් එකක් වෙලානේ නෑ මෙශින් එකක් කරගෙන,Hate
මචං චම්මු අපහාසයකට නෙමෙයි තාමත් පරක්කු වැඞී උඹ උඹට පුළුවන් ලංකාවට නිල් චිත්‍රපටි කලාව හඳුන්වලා දෙන්න කරත්ත එන්ජින් ඕන තරම් හොයා ගන්න පුළුවන් ලංකාවේ පිටරටවල් වල ඒවයි අපේ එවුන් මූණවල් වහගෙන හොරෙන් ගහන එවයි බල බල අත්ට්‍රැක්ටර පදින මා ඇතුළු සුවහසක් ජනතාව අනිවා උඹව දෙවියෙක් වගේ සලකයි බලපං උඹට අත්ට්‍රැක්ටර් කාරයෝ සෙට් එකත් එකතු වෙලා තියෙන්නේ,Neutral
මැරිච්ච මනුස්සයටත් ශාප කරන ජාතියක් අපේ රටේ ඉන්නෙ බිරිදක් අම්මෙක් සහෝදරයෙක් තවමත් මැරි මැරි පිච්චි පිච්චි ජීවත් වෙනව ඇති ඇත්තටම පුදුම දුකක් දැනෙනවා හරිහමන් සිංදුවක් හදපංකො අපිත් ආසාවෙන් බලලා උඹට ස්තුති කරනවා ඒ වගේම උඹ කොහේදි දැක්කත් හිනාවෙලා සලකනවා ජීවත්වෙන මිනිස්සුන්ගෙ ජීවිත එක්ක සෙල්ලම් කරන්න එපා මචෝ වැරැද්ද හදා ගනින් නිහතමානී විදියට සමාව ගනින් සමස්ත කලාකරුවන්ගෙන්ම,Neutral
අනවසර බව දකින්න අවසර දුන්නේ කව්ද නුවර විතරක් නෙමේ අනවසර දේවල් මුලු රටේම සිදුවෙමින්නේ පවතින්නේ කොන්තාත්තු භාර දුන්නත් හරි ප්‍රමිතියට කම්බි වත් පාවිච්චි වෙන්නේ නැහැ බිල්ඩින් හදනකොට බාසුත් හොරා කනවා හදන්න ගෙනා බඩු ටික මුල සිට අග දක්වාම පිරිහීමේ ලකුනු අසරන මිනිස්සු ජීවිත වලින් මේ විදියට වන්දි ගෙවනවා චූදිකයන් මුදල් බලය දේශපාලනය බලය යොදලා කොහොම හරි නිදහස් වෙනවා රටේ නීතී එකක් නෙමේ කිහිපයක් වැටයි නියරයි දෙකම ගොයම කනකොට අනේ කාට කියන්නද දුකම හැරුන කොට,Neutral
ආයතනය මේ ඇති වූ තත්ත්වයට වගකීම භාරගත් යුතුයි නොපමාව රජයට සහය දී මේ තත්ත්වය පාලනය කිරීමට අවශ්‍ය ශ්‍රමයමූල්‍යම සහය ලබා දීම අනිවාර්ය වගකීමකි මෙය ජාතික වගකීමක් සේ නොසලකා කටයුතු කරන්නේ නම් ආයතනයට විරුද්ධව නඩු පැවරිය හැකිය,Neutral
මේවා දකිද්දී අහද්දී කියලා වැඩක් නෑ සල්ලිවලට ගෑනි දරුවෝ පවා බුදියන්න උනත් දෙන පාලකයෝ සහ රජයේ සේවකයෝ නිසා පාඩුවෙ අහින්සකව ආගමක් දහමක් අදහගන ඉන්න පහලම මිනිහට ඉන්න විදියක් නෑ පාදඩ පාලන ක්‍රමයක් හදාගන උන්ගෙ මඩියම තරවෙන්න,Neutral
